symbol,code,exchange,name,fund_type,settlement,snapshot_date,source_data_date,source_update_time,last_price,spot_volume_lots,spot_amount,total_market_value,float_market_value,history_end_date
SZ159708,159708,SZ,红利ETF西部利得,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:57+08:00,0.83,109597,9168152.04,153158494,153158494,2026-08-11
SZ159709,159709,SZ,物联网ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:15+08:00,1.742,515,89891.5,37425233,37425233,2026-08-11
SZ159711,159711,SZ,港股通50ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:12+08:00,1.342,90225,12187187.8,40884241,40884241,2026-08-11
SZ159712,159712,SZ,港股通50ETF国泰,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:15+08:00,1.25,81554,10238359.9,119723516,119723516,2026-08-11
SZ159713,159713,SZ,稀土ETF富国,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:18+08:00,1.304,431976,56717977.434,714272593,714272593,2026-08-11
SZ159715,159715,SZ,稀土ETF易方达,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:21+08:00,1.201,564885,68334992.8,648576357,648576357,2026-08-11
SZ159716,159716,SZ,深证100ETF华宝,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:15+08:00,1.143,38574,4417501.3,63627075,63627075,2026-08-11
SZ159717,159717,SZ,ESGETF鹏华,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:18+08:00,1.062,727,77561.2,24291320,24291320,2026-08-11
SZ159718,159718,SZ,港股医药ETF平安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:21+08:00,0.897,442607,40175183.436,176558873,176558873,2026-08-11
SZ159719,159719,SZ,国企ETF平安,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:00+08:00,1.596,25680,4107248.1,43404794,43404794,2026-08-11
SZ159720,159720,SZ,智能车ETF泰康,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:18+08:00,0.742,5300,394071.6,33992769,33992769,2026-08-11
SZ159721,159721,SZ,深证100ETF永赢,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:03+08:00,1.08,21087,2284569.4,72826232,72826232,2026-08-11
SZ159723,159723,SZ,科技龙头ETF汇添富,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:24+08:00,1.111,9862,1102758.2,34469414,34469414,2026-08-11
SZ159725,159725,SZ,线上消费ETF工银,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:00+08:00,0.803,138015,11191685.1,111155214,111155214,2026-08-11
SZ159726,159726,SZ,港股通高股息ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:21+08:00,1.344,77673,10502528.8,363432889,363432889,2026-08-11
SZ159728,159728,SZ,在线消费ETF南方,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:24+08:00,0.804,85649,6943751.7,39725744,39725744,2026-08-11
SZ159729,159729,SZ,互联网ETF汇添富,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:03+08:00,0.735,2151,159963.9,47746065,47746065,2026-08-11
SZ159730,159730,SZ,家电ETF博时,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:06+08:00,1.033,7249,749442.4,43976194,43976194,2026-08-11
SZ159731,159731,SZ,石化ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:06+08:00,0.953,643536,62125672.7,751322145,751322145,2026-08-11
SZ159732,159732,SZ,消费电子ETF华夏,指数型-股票,T+1,2026-08-11,20260811,2026-08-11T15:34:09+08:00,1.407,2755963,389018610.8,3602550201,3602550201,2026-08-11
